Room,BlockStart,StudentCount,Ratio,RequiredStaff,day_of_week,week_of_year,lag_1,lag_7,LowerBound,UpperBound,Anomaly,Date
Pre-K1,2023-10-16 09:30:00,2,12,2,0,42,1.0,2.0,-0.5,3.5,Normal,2023-10-16
Pre-K1,2023-10-16 10:00:00,1,12,2,0,42,2.0,1.0,-0.5,3.5,Normal,2023-10-16
Henry Multi-Age,2023-10-16 10:00:00,1,4,2,0,42,1.0,3.0,1.0,1.0,Normal,2023-10-16
Henry Multi-Age,2023-10-16 10:30:00,1,4,2,0,42,1.0,1.0,1.0,1.0,Normal,2023-10-16
Pre-K1,2023-10-16 10:30:00,1,12,2,0,42,1.0,1.0,-0.5,3.5,Normal,2023-10-16
Pre-K2,2023-10-16 15:00:00,1,12,2,0,42,1.0,1.0,-0.5,3.5,Normal,2023-10-16
Grampy Tom Preschool,2023-10-16 16:00:00,1,10,2,0,42,1.0,1.0,-0.5,3.5,Normal,2023-10-16
Grampy Tom Toddlers,2023-10-18 06:30:00,1,6,2,2,42,1.0,2.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 07:00:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 07:30:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 08:00:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 08:30:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 09:00:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 09:30:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 10:00:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 10:30:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 11:00:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 11:30:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 12:00:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 12:30:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 13:00:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 13:30:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Grampy Tom Toddlers,2023-10-18 14:00:00,1,6,2,2,42,1.0,1.0,-0.5,3.5,Normal,2023-10-18
Henry Toddlers,2023-10-24 07:00:00,1,6,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Dinosaur Stomp,2023-10-24 07:30:00,5,12,2,1,43,1.0,1.0,-2.0,6.0,Normal,2023-10-24
Grampy Tom Preschool,2023-10-24 07:30:00,2,10,2,1,43,5.0,1.0,-0.5,3.5,Normal,2023-10-24
Llamas Llamas,2023-10-24 07:30:00,1,4,2,1,43,2.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K1,2023-10-24 07:30:00,2,12,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Pennie Preschool 1,2023-10-24 07:30:00,3,10,2,1,43,2.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K2,2023-10-24 07:30:00,2,12,2,1,43,3.0,1.0,-0.5,3.5,Normal,2023-10-24
Pennie Toddlers,2023-10-24 07:30:00,1,6,2,1,43,2.0,1.0,1.0,1.0,Normal,2023-10-24
Pre-K1,2023-10-24 08:00:00,3,12,2,1,43,1.0,5.0,-0.5,3.5,Normal,2023-10-24
Pennie Toddlers,2023-10-24 08:00:00,2,6,2,1,43,3.0,2.0,1.0,1.0,High,2023-10-24
Llamas Llamas,2023-10-24 08:00:00,1,4,2,1,43,2.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K2,2023-10-24 08:00:00,3,12,2,1,43,1.0,2.0,-0.5,3.5,Normal,2023-10-24
Monkeys,2023-10-24 08:00:00,1,6,2,1,43,3.0,3.0,-0.5,3.5,Normal,2023-10-24
Pennie Preschool 1,2023-10-24 08:00:00,3,10,2,1,43,1.0,2.0,-0.5,3.5,Normal,2023-10-24
Grampy Tom Preschool,2023-10-24 08:00:00,3,10,2,1,43,3.0,1.0,-0.5,3.5,Normal,2023-10-24
Grampy Tom Toddlers,2023-10-24 08:00:00,2,6,2,1,43,3.0,3.0,-0.5,3.5,Normal,2023-10-24
Henry Multi-Age,2023-10-24 08:00:00,1,4,2,1,43,2.0,2.0,1.0,1.0,Normal,2023-10-24
Dinosaur Stomp,2023-10-24 08:00:00,4,12,2,1,43,1.0,1.0,-2.0,6.0,Normal,2023-10-24
Wild Things,2023-10-24 08:30:00,1,10,2,1,43,4.0,3.0,-2.0,6.0,Normal,2023-10-24
Monkeys,2023-10-24 08:30:00,1,6,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Grampy Tom Preschool,2023-10-24 08:30:00,1,10,2,1,43,1.0,3.0,-0.5,3.5,Normal,2023-10-24
Pennie Preschool 1,2023-10-24 08:30:00,2,10,2,1,43,1.0,3.0,-0.5,3.5,Normal,2023-10-24
Pre-K1,2023-10-24 08:30:00,2,12,2,1,43,2.0,2.0,-0.5,3.5,Normal,2023-10-24
Pennie Toddlers,2023-10-24 08:30:00,2,6,2,1,43,2.0,1.0,1.0,1.0,High,2023-10-24
Llamas Llamas,2023-10-24 08:30:00,1,4,2,1,43,2.0,4.0,-0.5,3.5,Normal,2023-10-24
Pandas,2023-10-24 08:30:00,1,6,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Henry Multi-Age,2023-10-24 08:30:00,1,4,2,1,43,1.0,1.0,1.0,1.0,Normal,2023-10-24
Dinosaur Stomp,2023-10-24 08:30:00,4,12,2,1,43,1.0,1.0,-2.0,6.0,Normal,2023-10-24
Monkeys,2023-10-24 09:00:00,1,6,2,1,43,4.0,2.0,-0.5,3.5,Normal,2023-10-24
Llamas Llamas,2023-10-24 09:00:00,2,4,2,1,43,1.0,2.0,-0.5,3.5,Normal,2023-10-24
Pre-K1,2023-10-24 09:00:00,1,12,2,1,43,2.0,2.0,-0.5,3.5,Normal,2023-10-24
Pennie Toddlers,2023-10-24 09:00:00,1,6,2,1,43,1.0,1.0,1.0,1.0,Normal,2023-10-24
Dinosaur Stomp,2023-10-24 09:00:00,3,12,2,1,43,1.0,1.0,-2.0,6.0,Normal,2023-10-24
Wild Things,2023-10-24 09:00:00,2,10,2,1,43,3.0,1.0,-2.0,6.0,Normal,2023-10-24
Grampy Tom Preschool,2023-10-24 09:00:00,1,10,2,1,43,2.0,4.0,-0.5,3.5,Normal,2023-10-24
Henry Multi-Age,2023-10-24 09:00:00,1,4,2,1,43,1.0,1.0,1.0,1.0,Normal,2023-10-24
Pandas,2023-10-24 09:00:00,1,6,2,1,43,1.0,2.0,-0.5,3.5,Normal,2023-10-24
Pandas,2023-10-24 09:30:00,1,6,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K1,2023-10-24 09:30:00,2,12,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Dinosaur Stomp,2023-10-24 09:30:00,2,12,2,1,43,2.0,3.0,-2.0,6.0,Normal,2023-10-24
Henry Multi-Age,2023-10-24 09:30:00,1,4,2,1,43,2.0,2.0,1.0,1.0,Normal,2023-10-24
Pre-K1,2023-10-24 10:00:00,2,12,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Henry Multi-Age,2023-10-24 10:00:00,1,4,2,1,43,2.0,1.0,1.0,1.0,Normal,2023-10-24
Pre-K1,2023-10-24 13:00:00,1,12,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K1,2023-10-24 13:30:00,1,12,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K1,2023-10-24 14:00:00,1,12,2,1,43,1.0,2.0,-0.5,3.5,Normal,2023-10-24
Pre-K1,2023-10-24 14:30:00,1,12,2,1,43,1.0,2.0,-0.5,3.5,Normal,2023-10-24
Pre-K1,2023-10-24 15:00:00,1,12,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K2,2023-10-24 15:30:00,1,12,2,1,43,1.0,2.0,-0.5,3.5,Normal,2023-10-24
Pre-K1,2023-10-24 15:30:00,1,12,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K2,2023-10-24 16:00:00,1,12,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K1,2023-10-24 16:00:00,1,12,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Pennie Preschool 1,2023-10-24 16:30:00,1,10,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K1,2023-10-24 16:30:00,2,12,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K2,2023-10-24 16:30:00,2,12,2,1,43,2.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K2,2023-10-24 17:00:00,2,12,2,1,43,2.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K1,2023-10-24 17:00:00,1,12,2,1,43,2.0,1.0,-0.5,3.5,Normal,2023-10-24
Pennie Preschool 1,2023-10-24 17:00:00,1,10,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K2,2023-10-24 17:30:00,1,12,2,1,43,1.0,1.0,-0.5,3.5,Normal,2023-10-24
Pre-K1,2023-10-26 07:00:00,1,12,2,3,43,1.0,1.0,-0.5,3.5,Normal,2023-10-26
Pre-K2,2023-10-26 07:00:00,1,12,2,3,43,1.0,2.0,-0.5,3.5,Normal,2023-10-26
Henry Toddlers,2023-10-26 07:00:00,1,6,2,3,43,1.0,2.0,-0.5,3.5,Normal,2023-10-26
Pennie Preschool 1,2023-10-26 07:00:00,2,10,2,3,43,1.0,2.0,-0.5,3.5,Normal,2023-10-26
Wild Things,2023-10-26 07:00:00,1,10,2,3,43,2.0,1.0,-2.0,6.0,Normal,2023-10-26
Dinosaur Stomp,2023-10-26 07:30:00,3,12,2,3,43,1.0,1.0,-2.0,6.0,Normal,2023-10-26
Pennie Toddlers,2023-10-26 07:30:00,1,6,2,3,43,3.0,1.0,1.0,1.0,Normal,2023-10-26
Grampy Tom Preschool,2023-10-26 07:30:00,4,10,2,3,43,1.0,1.0,-0.5,3.5,High,2023-10-26
Pre-K2,2023-10-26 07:30:00,2,12,2,3,43,4.0,1.0,-0.5,3.5,Normal,2023-10-26
Monkeys,2023-10-26 07:30:00,1,6,2,3,43,2.0,1.0,-0.5,3.5,Normal,2023-10-26
Pandas,2023-10-26 07:30:00,1,6,2,3,43,1.0,2.0,-0.5,3.5,Normal,2023-10-26
Pennie Preschool 1,2023-10-26 07:30:00,1,10,2,3,43,1.0,1.0,-0.5,3.5,Normal,2023-10-26
Pre-K1,2023-10-26 07:30:00,2,12,2,3,43,1.0,3.0,-0.5,3.5,Normal,2023-10-26
Grampy Tom Toddlers,2023-10-26 07:30:00,1,6,2,3,43,2.0,1.0,-0.5,3.5,Normal,2023-10-26
Wild Things,2023-10-26 07:30:00,4,10,2,3,43,1.0,4.0,-2.0,6.0,Normal,2023-10-26
Pennie Preschool 1,2023-10-26 08:00:00,1,10,2,3,43,4.0,2.0,-0.5,3.5,Normal,2023-10-26
Dinosaur Stomp,2023-10-26 08:00:00,1,12,2,3,43,1.0,1.0,-2.0,6.0,Normal,2023-10-26
Grampy Tom Preschool,2023-10-26 08:00:00,2,10,2,3,43,1.0,1.0,-0.5,3.5,Normal,2023-10-26
Pre-K2,2023-10-26 08:00:00,5,12,2,3,43,2.0,1.0,-0.5,3.5,High,2023-10-26
Monkeys,2023-10-26 08:00:00,1,6,2,3,43,5.0,2.0,-0.5,3.5,Normal,2023-10-26
Grampy Tom Toddlers,2023-10-26 08:00:00,3,6,2,3,43,1.0,1.0,-0.5,3.5,Normal,2023-10-26
Wild Things,2023-10-26 08:00:00,3,10,2,3,43,3.0,4.0,-2.0,6.0,Normal,2023-10-26
Pre-K1,2023-10-26 08:00:00,2,12,2,3,43,3.0,1.0,-0.5,3.5,Normal,2023-10-26
Pennie Toddlers,2023-10-26 08:00:00,1,6,2,3,43,2.0,1.0,1.0,1.0,Normal,2023-10-26
Pre-K1,2023-10-26 08:30:00,4,12,2,3,43,1.0,2.0,-0.5,3.5,High,2023-10-26
Grampy Tom Toddlers,2023-10-26 08:30:00,2,6,2,3,43,4.0,5.0,-0.5,3.5,Normal,2023-10-26
Pennie Toddlers,2023-10-26 08:30:00,1,6,2,3,43,2.0,1.0,1.0,1.0,Normal,2023-10-26
Pre-K2,2023-10-26 08:30:00,6,12,2,3,43,1.0,3.0,-0.5,3.5,High,2023-10-26
Grampy Tom Preschool,2023-10-26 08:30:00,1,10,2,3,43,6.0,3.0,-0.5,3.5,Normal,2023-10-26
Henry Toddlers,2023-10-26 08:30:00,1,6,2,3,43,1.0,2.0,-0.5,3.5,Normal,2023-10-26
Wild Things,2023-10-26 08:30:00,1,10,2,3,43,1.0,1.0,-2.0,6.0,Normal,2023-10-26
Monkeys,2023-10-26 09:00:00,1,6,2,3,43,1.0,4.0,-0.5,3.5,Normal,2023-10-26
Henry Toddlers,2023-10-26 09:00:00,1,6,2,3,43,1.0,2.0,-0.5,3.5,Normal,2023-10-26
Llamas Llamas,2023-10-26 09:00:00,1,4,2,3,43,1.0,1.0,-0.5,3.5,Normal,2023-10-26
Pre-K2,2023-10-26 09:00:00,1,12,2,3,43,1.0,6.0,-0.5,3.5,Normal,2023-10-26
Pre-K1,2023-10-26 09:00:00,1,12,2,3,43,1.0,1.0,-0.5,3.5,Normal,2023-10-26
Dinosaur Stomp,2023-10-26 09:00:00,1,12,2,3,43,1.0,1.0,-2.0,6.0,Normal,2023-10-26
Wild Things,2023-10-26 09:00:00,1,10,2,3,43,1.0,1.0,-2.0,6.0,Normal,2023-10-26
Henry Toddlers,2023-10-26 09:30:00,1,6,2,3,43,1.0,1.0,-0.5,3.5,Normal,2023-10-26
Pre-K2,2023-10-26 09:30:00,1,12,2,3,43,1.0,1.0,-0.5,3.5,Normal,2023-10-26
Pre-K1,2023-10-26 09:30:00,1,12,2,3,43,1.0,1.0,-0.5,3.5,Normal,2023-10-26
Dinosaur Stomp,2023-10-26 10:30:00,1,12,2,3,43,1.0,1.0,-2.0,6.0,Normal,2023-10-26
Henry Toddlers,2023-10-30 07:00:00,1,6,2,0,44,1.0,1.0,-0.5,3.5,Normal,2023-10-30
Monkeys,2023-10-30 07:00:00,1,6,2,0,44,1.0,1.0,-0.5,3.5,Normal,2023-10-30
Pennie Preschool 1,2023-10-30 07:00:00,2,10,2,0,44,1.0,1.0,-0.5,3.5,Normal,2023-10-30
Monkeys,2023-10-30 07:30:00,1,6,2,0,44,2.0,1.0,-0.5,3.5,Normal,2023-10-30
Grampy Tom Toddlers,2023-10-30 07:30:00,1,6,2,0,44,1.0,1.0,-0.5,3.5,Normal,2023-10-30
Henry Toddlers,2023-10-30 07:30:00,2,6,2,0,44,1.0,1.0,-0.5,3.5,Normal,2023-10-30
Pre-K1,2023-10-30 07:30:00,2,12,2,0,44,2.0,1.0,-0.5,3.5,Normal,2023-10-30
Llamas Llamas,2023-10-30 07:30:00,1,4,2,0,44,2.0,1.0,-0.5,3.5,Normal,2023-10-30
Pennie Preschool 1,2023-10-30 07:30:00,3,10,2,0,44,1.0,1.0,-0.5,3.5,Normal,2023-10-30
Pre-K2,2023-10-30 07:30:00,2,12,2,0,44,3.0,2.0,-0.5,3.5,Normal,2023-10-30
Grampy Tom Preschool,2023-10-30 07:30:00,2,10,2,0,44,2.0,1.0,-0.5,3.5,Normal,2023-10-30
Wild Things,2023-10-30 07:30:00,2,10,2,0,44,2.0,1.0,-2.0,6.0,Normal,2023-10-30
Monkeys,2023-10-30 08:00:00,2,6,2,0,44,2.0,2.0,-0.5,3.5,Normal,2023-10-30
Wild Things,2023-10-30 08:00:00,7,10,2,0,44,2.0,2.0,-2.0,6.0,High,2023-10-30
Dinosaur Stomp,2023-10-30 08:00:00,2,12,2,0,44,7.0,1.0,-2.0,6.0,Normal,2023-10-30
Pandas,2023-10-30 08:00:00,2,6,2,0,44,2.0,3.0,-0.5,3.5,Normal,2023-10-30
Pre-K2,2023-10-30 08:00:00,5,12,2,0,44,2.0,2.0,-0.5,3.5,High,2023-10-30
Grampy Tom Preschool,2023-10-30 08:00:00,1,10,2,0,44,5.0,2.0,-0.5,3.5,Normal,2023-10-30
Pennie Preschool 1,2023-10-30 08:00:00,2,10,2,0,44,1.0,2.0,-0.5,3.5,Normal,2023-10-30
Grampy Tom Toddlers,2023-10-30 08:00:00,2,6,2,0,44,2.0,2.0,-0.5,3.5,Normal,2023-10-30
Pre-K1,2023-10-30 08:00:00,2,12,2,0,44,2.0,7.0,-0.5,3.5,Normal,2023-10-30
Rabbits,2023-10-30 08:00:00,1,6,2,0,44,2.0,2.0,-0.5,3.5,Normal,2023-10-30
Henry Toddlers,2023-10-30 08:00:00,2,6,2,0,44,1.0,2.0,-0.5,3.5,Normal,2023-10-30
Dinosaur Stomp,2023-10-30 08:30:00,1,12,2,0,44,2.0,5.0,-2.0,6.0,Normal,2023-10-30
Monkeys,2023-10-30 08:30:00,3,6,2,0,44,1.0,1.0,-0.5,3.5,Normal,2023-10-30
Pre-K1,2023-10-30 08:30:00,1,12,2,0,44,3.0,2.0,-0.5,3.5,Normal,2023-10-30
Henry Toddlers,2023-10-30 08:30:00,3,6,2,0,44,1.0,2.0,-0.5,3.5,Normal,2023-10-30
Wild Things,2023-10-30 08:30:00,7,10,2,0,44,3.0,2.0,-2.0,6.0,High,2023-10-30
Pennie Preschool 1,2023-10-30 08:30:00,1,10,2,0,44,7.0,1.0,-0.5,3.5,Normal,2023-10-30
Pre-K2,2023-10-30 08:30:00,3,12,2,0,44,1.0,2.0,-0.5,3.5,Normal,2023-10-30
Pandas,2023-10-30 08:30:00,3,6,2,0,44,3.0,1.0,-0.5,3.5,Normal,2023-10-30
Henry Toddlers,2023-10-30 09:00:00,1,6,2,0,44,3.0,3.0,-0.5,3.5,Normal,2023-10-30
Monkeys,2023-10-30 09:00:00,2,6,2,0,44,1.0,1.0,-0.5,3.5,Normal,2023-10-30
Henry Multi-Age,2023-10-30 09:00:00,1,4,2,0,44,2.0,3.0,1.0,1.0,Normal,2023-10-30
Pre-K1,2023-10-30 09:00:00,2,12,2,0,44,1.0,7.0,-0.5,3.5,Normal,2023-10-30
Llamas Llamas,2023-10-30 09:00:00,1,4,2,0,44,2.0,1.0,-0.5,3.5,Normal,2023-10-30
Wild Things,2023-10-30 09:00:00,2,10,2,0,44,1.0,3.0,-2.0,6.0,Normal,2023-10-30
Dinosaur Stomp,2023-10-30 09:00:00,1,12,2,0,44,2.0,3.0,-2.0,6.0,Normal,2023-10-30
Wild Things,2023-10-30 09:30:00,1,10,2,0,44,1.0,1.0,-2.0,6.0,Normal,2023-10-30
Monkeys,2023-10-30 09:30:00,1,6,2,0,44,1.0,2.0,-0.5,3.5,Normal,2023-10-30
Henry Multi-Age,2023-10-30 09:30:00,1,4,2,0,44,1.0,1.0,1.0,1.0,Normal,2023-10-30
Henry Toddlers,2023-10-30 09:30:00,1,6,2,0,44,1.0,2.0,-0.5,3.5,Normal,2023-10-30
Henry Toddlers,2023-10-30 10:00:00,1,6,2,0,44,1.0,1.0,-0.5,3.5,Normal,2023-10-30
Monkeys,2023-10-30 10:00:00,1,6,2,0,44,1.0,2.0,-0.5,3.5,Normal,2023-10-30
Henry Toddlers,2023-10-30 10:30:00,1,6,2,0,44,1.0,1.0,-0.5,3.5,Normal,2023-10-30
Henry Toddlers,2023-10-30 11:00:00,1,6,2,0,44,1.0,1.0,-0.5,3.5,Normal,2023-10-30
Henry Toddlers,2023-10-30 11:30:00,1,6,2,0,44,1.0,1.0,-0.5,3.5,Normal,2023-10-30
Henry Toddlers,2023-10-30 12:00:00,1,6,2,0,44,1.0,1.0,-0.5,3.5,Normal,2023-10-30
Henry Toddlers,2023-10-30 12:30:00,1,6,2,0,44,1.0,1.0,-0.5,3.5,Normal,2023-10-30
Pennie Preschool 1,2023-11-01 07:00:00,2,10,2,2,44,1.0,1.0,-0.5,3.5,Normal,2023-11-01
Grampy Tom Toddlers,2023-11-01 07:30:00,1,6,2,2,44,2.0,1.0,-0.5,3.5,Normal,2023-11-01
Pre-K2,2023-11-01 07:30:00,2,12,2,2,44,1.0,1.0,-0.5,3.5,Normal,2023-11-01
Dinosaur Stomp,2023-11-01 07:30:00,3,12,2,2,44,2.0,1.0,-2.0,6.0,Normal,2023-11-01
Pre-K1,2023-11-01 07:30:00,1,12,2,2,44,3.0,1.0,-0.5,3.5,Normal,2023-11-01
Pennie Toddlers,2023-11-01 07:30:00,1,6,2,2,44,1.0,1.0,1.0,1.0,Normal,2023-11-01
Pennie Preschool 1,2023-11-01 07:30:00,3,10,2,2,44,1.0,1.0,-0.5,3.5,Normal,2023-11-01
Grampy Tom Preschool,2023-11-01 07:30:00,1,10,2,2,44,3.0,2.0,-0.5,3.5,Normal,2023-11-01
Monkeys,2023-11-01 07:30:00,1,6,2,2,44,1.0,1.0,-0.5,3.5,Normal,2023-11-01
Wild Things,2023-11-01 07:30:00,2,10,2,2,44,1.0,2.0,-2.0,6.0,Normal,2023-11-01
Pennie Toddlers,2023-11-01 08:00:00,1,6,2,2,44,2.0,3.0,1.0,1.0,Normal,2023-11-01
Pandas,2023-11-01 08:00:00,1,6,2,2,44,1.0,1.0,-0.5,3.5,Normal,2023-11-01
Pennie Preschool 1,2023-11-01 08:00:00,3,10,2,2,44,1.0,1.0,-0.5,3.5,Normal,2023-11-01
Pre-K1,2023-11-01 08:00:00,2,12,2,2,44,3.0,3.0,-0.5,3.5,Normal,2023-11-01
Dinosaur Stomp,2023-11-01 08:00:00,5,12,2,2,44,2.0,1.0,-2.0,6.0,Normal,2023-11-01
Grampy Tom Toddlers,2023-11-01 08:00:00,2,6,2,2,44,5.0,1.0,-0.5,3.5,Normal,2023-11-01
Grampy Tom Preschool,2023-11-01 08:00:00,3,10,2,2,44,2.0,2.0,-0.5,3.5,Normal,2023-11-01
Monkeys,2023-11-01 08:00:00,2,6,2,2,44,3.0,1.0,-0.5,3.5,Normal,2023-11-01
Wild Things,2023-11-01 08:00:00,2,10,2,2,44,2.0,1.0,-2.0,6.0,Normal,2023-11-01
Pre-K2,2023-11-01 08:00:00,4,12,2,2,44,2.0,3.0,-0.5,3.5,High,2023-11-01
Wild Things,2023-11-01 08:30:00,2,10,2,2,44,4.0,2.0,-2.0,6.0,Normal,2023-11-01
Pre-K1,2023-11-01 08:30:00,3,12,2,2,44,2.0,5.0,-0.5,3.5,Normal,2023-11-01
Pennie Toddlers,2023-11-01 08:30:00,1,6,2,2,44,3.0,2.0,1.0,1.0,Normal,2023-11-01
Llamas Llamas,2023-11-01 08:30:00,2,4,2,2,44,1.0,3.0,-0.5,3.5,Normal,2023-11-01
Pandas,2023-11-01 08:30:00,2,6,2,2,44,2.0,2.0,-0.5,3.5,Normal,2023-11-01
Pre-K2,2023-11-01 08:30:00,2,12,2,2,44,2.0,2.0,-0.5,3.5,Normal,2023-11-01
Pennie Preschool 1,2023-11-01 08:30:00,2,10,2,2,44,2.0,4.0,-0.5,3.5,Normal,2023-11-01
Grampy Tom Preschool,2023-11-01 08:30:00,2,10,2,2,44,2.0,2.0,-0.5,3.5,Normal,2023-11-01
Monkeys,2023-11-01 08:30:00,3,6,2,2,44,2.0,3.0,-0.5,3.5,Normal,2023-11-01
Dinosaur Stomp,2023-11-01 08:30:00,1,12,2,2,44,3.0,1.0,-2.0,6.0,Normal,2023-11-01
Henry Multi-Age,2023-11-01 08:30:00,1,4,2,2,44,1.0,2.0,1.0,1.0,Normal,2023-11-01
Wild Things,2023-11-01 09:00:00,1,10,2,2,44,1.0,2.0,-2.0,6.0,Normal,2023-11-01
Pre-K1,2023-11-01 09:00:00,1,12,2,2,44,1.0,2.0,-0.5,3.5,Normal,2023-11-01
Henry Multi-Age,2023-11-01 09:00:00,1,4,2,2,44,1.0,2.0,1.0,1.0,Normal,2023-11-01
Monkeys,2023-11-01 09:00:00,2,6,2,2,44,1.0,2.0,-0.5,3.5,Normal,2023-11-01
Llamas Llamas,2023-11-01 09:00:00,1,4,2,2,44,2.0,3.0,-0.5,3.5,Normal,2023-11-01
Pandas,2023-11-01 09:00:00,1,6,2,2,44,1.0,1.0,-0.5,3.5,Normal,2023-11-01
Pre-K2,2023-11-01 09:00:00,1,12,2,2,44,1.0,1.0,-0.5,3.5,Normal,2023-11-01
Grampy Tom Preschool,2023-11-01 09:00:00,1,10,2,2,44,1.0,1.0,-0.5,3.5,Normal,2023-11-01
Dinosaur Stomp,2023-11-01 09:00:00,2,12,2,2,44,1.0,1.0,-2.0,6.0,Normal,2023-11-01
Pre-K2,2023-11-01 15:30:00,1,12,2,2,44,2.0,1.0,-0.5,3.5,Normal,2023-11-01
Pre-K1,2023-11-01 15:30:00,2,12,2,2,44,1.0,2.0,-0.5,3.5,Normal,2023-11-01
Pre-K1,2023-11-01 16:00:00,4,12,2,2,44,2.0,1.0,-0.5,3.5,High,2023-11-01
Pre-K2,2023-11-01 16:00:00,1,12,2,2,44,4.0,1.0,-0.5,3.5,Normal,2023-11-01
Monkeys,2023-11-07 07:00:00,1,6,2,1,45,1.0,1.0,-0.5,3.5,Normal,2023-11-07
Pennie Preschool 1,2023-11-07 07:00:00,1,10,2,1,45,1.0,1.0,-0.5,3.5,Normal,2023-11-07
Pre-K2,2023-11-07 07:00:00,2,12,2,1,45,1.0,2.0,-0.5,3.5,Normal,2023-11-07
Pre-K1,2023-11-07 07:00:00,1,12,2,1,45,2.0,1.0,-0.5,3.5,Normal,2023-11-07
Grampy Tom Toddlers,2023-11-07 07:00:00,2,6,2,1,45,1.0,2.0,-0.5,3.5,Normal,2023-11-07
Henry Toddlers,2023-11-07 07:00:00,1,6,2,1,45,2.0,4.0,-0.5,3.5,Normal,2023-11-07
Pre-K1,2023-11-07 07:30:00,3,12,2,1,45,1.0,1.0,-0.5,3.5,Normal,2023-11-07
Henry Toddlers,2023-11-07 07:30:00,2,6,2,1,45,3.0,1.0,-0.5,3.5,Normal,2023-11-07
Wild Things,2023-11-07 07:30:00,5,10,2,1,45,2.0,1.0,-2.0,6.0,Normal,2023-11-07
Grampy Tom Toddlers,2023-11-07 07:30:00,5,6,2,1,45,5.0,2.0,-0.5,3.5,High,2023-11-07
Dinosaur Stomp,2023-11-07 07:30:00,5,12,2,1,45,5.0,1.0,-2.0,6.0,Normal,2023-11-07
Pennie Toddlers,2023-11-07 07:30:00,1,6,2,1,45,5.0,2.0,1.0,1.0,Normal,2023-11-07
Monkeys,2023-11-07 07:30:00,2,6,2,1,45,1.0,1.0,-0.5,3.5,Normal,2023-11-07
Pandas,2023-11-07 07:30:00,3,6,2,1,45,2.0,3.0,-0.5,3.5,Normal,2023-11-07
Pre-K2,2023-11-07 07:30:00,3,12,2,1,45,3.0,2.0,-0.5,3.5,Normal,2023-11-07
Grampy Tom Preschool,2023-11-07 07:30:00,3,10,2,1,45,3.0,5.0,-0.5,3.5,Normal,2023-11-07
